text,labels
hahaha,O
shit Cw so strong,E
Z,I
ty [SEP] report pudge please :D,A
ty [SEP] fkin ember cannot save vs tinker already tried the best to hook the game [SEP] ye i dc about points,A
ty [SEP] fkin ember cannot save vs tinker already tried the best to hook the game [SEP] really ? [SEP] ez,I
alch u cheecky cunt,E
dota 1 hahaha [SEP] y,O
dota 1 hahaha [SEP] best sf ever [SEP] )(,O
lol,O
gg team qop reported,A
best SF [SEP] lul,O
best SF [SEP] agree [SEP] nice,O
best SF [SEP] agree [SEP] NOOOOBEST SF haha [SEP] dont dance,O
best SF [SEP] agree [SEP] NOOOOBEST SF haha [SEP] sorry [SEP] ggwp,O
best SF [SEP] agree [SEP] NOOOOBEST SF haha [SEP] sorry [SEP] ggwp [SEP] either way u get the mmr,O
Kappa,O
so be nice to others,O
WHY ME YOU FUCKSDF ALL SKILS ME [SEP] 75 mins damn,O
WHY ME YOU FUCKSDF ALL SKILS ME [SEP] LOL HAHAHA 4.9k beast [SEP] fv almost teamkilled me xD,O
spec wants the smack,O
100% basdh from tiny,O
u dont but other do lah,O
centaurs memeing is killing me,O
is he in partY? [SEP] tat ks,I
yall got money from himn hahahahahha,O
? [SEP] riperino,O
neco necro,O
report wr 0 game impact feeding mid T_T [SEP] GG WOOO NICE GAME,O
cuz is peruvian,E
feed.com pudge website wow that hook,O
retard alert,E
FF,O
lol [SEP] what do you mean!!!,O
lol [SEP] GGWP [SEP] Wait pls,A
lol [SEP] GGWP [SEP] LOL [SEP] gg,O
GG EZ void LOL VOD,I
bulgarian sausage  leki xdxd,O
can u guys end thanks [SEP] gg wp,O
can u guys end thanks [SEP] lol [SEP] (:,O
nice game THANK YOU  FOR THE NICE GAME,O
close game [SEP] embermon fucking dumb,E
close game [SEP] 4.8k SK rofl fking joke [SEP] PROBLEMS? EZ PICK DAZLE ORACLE EZ GAME! FEED THE ONLY OPTION,I
whose,O
carajo,O
Report pls zeus,A
G,A
where ur team [SEP] GGWP,O
4.4k sky im calling it,I
ggwp [SEP] :D,O
ggwp [SEP] gg [SEP] 17-9 hmm,O
cmon,O
need wait him recon,A
hahaha <3 [SEP] __,O
) i have nice team,O
np [SEP] weak hero,O
np [SEP] wp sf :0 [SEP] 100% white ^^,O
spectre is really looking for a smack,O
gg,O
gg zbs fid,O
gege,O
hahaha [SEP] centaurs on fire noooooooooo,O
thanks,O
lol riki [SEP] GG COMMEND ME!!!!,O
come,O
lvl death does like 600 damage wtf,O
2 8 invoker  pls report this invoker ill commend all of u,I
aw [SEP] see that shit is just spooky,O
ahhaha,O
ez mid :D ez gg,I
hahaha,O
ez,I
como essa templar caga mds,O
......,O
yea u p[lay like shit tho [SEP] honestly doesnt even know game play tho Cant even watch minimap,O
yea u p[lay like shit tho [SEP] nice comeback [SEP] lol,O
yea u p[lay like shit tho [SEP] nice comeback [SEP] gg [SEP] Gg,O
yea u p[lay like shit tho [SEP] nice comeback [SEP] gg [SEP] Gg [SEP] wait,A
yea u p[lay like shit tho [SEP] nice comeback [SEP] gg [SEP] Gg [SEP] thought we lost that we did play bad [SEP] rly?,O
yea u p[lay like shit tho [SEP] nice comeback [SEP] gg [SEP] Gg [SEP] thought we lost that we did play bad [SEP] gg [SEP] Leave pleae?,O
Kappa,O
fuck,E
hahahahhaha [SEP] who resume its your team,O
hahahahhaha [SEP] rason [SEP] ez,I
hahahahhaha [SEP] rason [SEP] wp Team wipe [SEP] GGTY FKING  peenoy Mother fucker,E
hahahahhaha [SEP] rason [SEP] wp Team wipe [SEP] HAHAHAA wHOOOOOOOOOOOO [SEP] lol lol,O
sec,O
wasnt i feeding early game?,O
HAHHA COMMEND [SEP] sorry,O
close your browser,O
Z NOOB [SEP] and random doing well early game,O
Z NOOB [SEP] wkwkw [SEP] ez pugna,I
Z NOOB [SEP] wkwkw [SEP] IM new on dota dude :( [SEP] end pls,O
Z NOOB [SEP] wkwkw [SEP] IM new on dota dude :( [SEP] IM PRO [SEP] anti-GAY,E
Z NOOB [SEP] wkwkw [SEP] IM new on dota dude :( [SEP] IM PRO [SEP] EZ NOOV NOOB [SEP] no tp,O
Z NOOB [SEP] wkwkw [SEP] IM new on dota dude :( [SEP] IM PRO [SEP] EZ NOOV NOOB [SEP] sorry sorry [SEP] carry 1 9,O
Z NOOB [SEP] wkwkw [SEP] IM new on dota dude :( [SEP] IM PRO [SEP] EZ NOOV NOOB [SEP] sorry sorry [SEP] EZ NOOB [SEP] wew if we fail guys commend me ha if we fail ?,O
Z NOOB [SEP] wkwkw [SEP] IM new on dota dude :( [SEP] IM PRO [SEP] EZ NOOV NOOB [SEP] sorry sorry [SEP] EZ NOOB [SEP] EZ SO EZ NOOB EZ NOOB [SEP] you sucked too,E
Z NOOB [SEP] wkwkw [SEP] IM new on dota dude :( [SEP] IM PRO [SEP] EZ NOOV NOOB [SEP] sorry sorry [SEP] EZ NOOB [SEP] EZ SO EZ NOOB EZ NOOB [SEP] TY PRO [SEP] raped on ur fountain ohh men ez,I
Z NOOB [SEP] wkwkw [SEP] IM new on dota dude :( [SEP] IM PRO [SEP] EZ NOOV NOOB [SEP] sorry sorry [SEP] EZ NOOB [SEP] EZ SO EZ NOOB EZ NOOB [SEP] TY PRO [SEP] noob enemy [SEP] 3.8k MMR jukes!,I
Z NOOB [SEP] wkwkw [SEP] IM new on dota dude :( [SEP] IM PRO [SEP] EZ NOOV NOOB [SEP] sorry sorry [SEP] EZ NOOB [SEP] EZ SO EZ NOOB EZ NOOB [SEP] TY PRO [SEP] noob enemy [SEP] ty pro [SEP] FUCK YOU ALCH PICK ALCH EZ MMR?,E
Z NOOB [SEP] wkwkw [SEP] IM new on dota dude :( [SEP] IM PRO [SEP] EZ NOOV NOOB [SEP] sorry sorry [SEP] EZ NOOB [SEP] EZ SO EZ NOOB EZ NOOB [SEP] TY PRO [SEP] noob enemy [SEP] ty pro [SEP] GGwp [SEP] AHAHHA,O
LOL,O
nice rs ty ta :D,O
may i remind you of all those unpauses [SEP] silencer,O
ez HOOK <3,I
gg wp [SEP] U seen our storm? its a miracle we won this,O
gg wp [SEP] gg [SEP] Ez,I
gg wp [SEP] gg [SEP] ez [SEP] E void EZ,I
RIP IN PEACE,O
tp,O
gg farmers,O
no duels today [SEP] dr i think i have to hunt her,O
lel zues,O
gege [SEP] XD,O
you are lose this game trust me,I
890,O
oh i see,O
AHAH,O
wtf wood,O
bg [SEP] XD,O
bg [SEP] y [SEP] 30s pause?,O
bg [SEP] y [SEP] hello [SEP] jhahahaha,O
pause noob venge pause venge noob xaxa this noob venge pause tard,E
they really bought the account,I
"G? [SEP] bb m,agnus",O
G? [SEP] divine? [SEP] ez noob silencer,E
G? [SEP] divine? [SEP] aba needs a miunte [SEP] holyshit cumback,E
G? [SEP] divine? [SEP] aba needs a miunte [SEP] k [SEP] Fail slardar,I
!@#!@#!@# !@#!#!@#!@# #!@#!@#!@,O
3 2 1 hahaa,O
gg wp gg wp [SEP] yolo,O
we got a 3.8k against 2k  solo  2 5k,O
(: [SEP] nao é culpa dele,O
bird brain un install dota later bane,O
ty for shell,O
Why u keep on disconnecting? net prob?,O
haha,O
wait,O
no one wins me in mid not his fault if any of u had come u also lose prio pro [SEP] uR MID BETTER DAN U dOG SHIT PEENOTY,E
no one wins me in mid not his fault if any of u had come u also lose prio pro [SEP] lol [SEP] no,O
say the ES picker lol,O
=) [SEP] rofl gg,O
=) [SEP] he got solo kills at the beggining [SEP] dedication,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] izi mmr,I
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] 10 actually 2 each,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] sickest of lucies,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] dont be mad ns,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] wew,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] let alche fam pls,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] feel,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] lol,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] GG,O
"=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] never in asingle fihgt with dazle with tp thats how trash is he wonder why ioahd hi mmuted [SEP] yes, slark",O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] never in asingle fihgt with dazle with tp thats how trash is he wonder why ioahd hi mmuted [SEP] its 25 min game [SEP] btw dude u got lucky as fuck first hit crit? u 4  real?,E
"=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] never in asingle fihgt with dazle with tp thats how trash is he wonder why ioahd hi mmuted [SEP] its 25 min game [SEP] XD np [SEP] hook m,e down",O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] never in asingle fihgt with dazle with tp thats how trash is he wonder why ioahd hi mmuted [SEP] its 25 min game [SEP] XD np [SEP] :D [SEP] Nothin keep up the good work :V,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] never in asingle fihgt with dazle with tp thats how trash is he wonder why ioahd hi mmuted [SEP] its 25 min game [SEP] XD np [SEP] :D [SEP] why [SEP] heuhue coward picks sven and all random like a man next time,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] never in asingle fihgt with dazle with tp thats how trash is he wonder why ioahd hi mmuted [SEP] its 25 min game [SEP] XD np [SEP] :D [SEP] why [SEP] tnx men [SEP] those craggies.. wtf,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] never in asingle fihgt with dazle with tp thats how trash is he wonder why ioahd hi mmuted [SEP] its 25 min game [SEP] XD np [SEP] :D [SEP] why [SEP] tnx men [SEP] ? fuking trash [SEP] Ez,I
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] never in asingle fihgt with dazle with tp thats how trash is he wonder why ioahd hi mmuted [SEP] its 25 min game [SEP] XD np [SEP] :D [SEP] why [SEP] tnx men [SEP] ? fuking trash [SEP] gg report my team [SEP] rus doom,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] never in asingle fihgt with dazle with tp thats how trash is he wonder why ioahd hi mmuted [SEP] its 25 min game [SEP] XD np [SEP] :D [SEP] why [SEP] tnx men [SEP] ? fuking trash [SEP] gg report my team [SEP] if i dont zone ds my carry will cry all game [SEP] huge plays from downtown,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] never in asingle fihgt with dazle with tp thats how trash is he wonder why ioahd hi mmuted [SEP] its 25 min game [SEP] XD np [SEP] :D [SEP] why [SEP] tnx men [SEP] ? fuking trash [SEP] gg report my team [SEP] if i dont zone ds my carry will cry all game [SEP] useles trashg [SEP] food,O
=) [SEP] he got solo kills at the beggining [SEP] cour and pizza pls [SEP] good skill [SEP] all report Doom [SEP] because u have on 4.8 carry like my slardar [SEP] fuck u dazzle i hate u [SEP] agaisnt thuis trash doom [SEP] with tiny whisp [SEP] fucking trash doing nothing whole game [SEP] go end [SEP] never in asingle fihgt with dazle with tp thats how trash is he wonder why ioahd hi mmuted [SEP] its 25 min game [SEP] XD np [SEP] :D [SEP] why [SEP] tnx men [SEP] ? fuking trash [SEP] gg report my team [SEP] if i dont zone ds my carry will cry all game [SEP] useles trashg [SEP] no im onkly wisp picker [SEP] :),O
them like dei 1by 1 especially invoker,O
GG WP,O
;DDD [SEP] WP PA,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] wp,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP] so slow,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] gg cmd me,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] IO AM VERI TAIRED YO,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] shes my favotire hero,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] yea tiny wisp [SEP] oh well cant win this,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] yea tiny wisp [SEP] lel [SEP] gg,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] yea tiny wisp [SEP] lel [SEP] brilliant rotations coming in from qop dude you played like shit qop doesnt die to tiny io mid 2-0 2 min in Unless ur shit [SEP] ikr,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] yea tiny wisp [SEP] lel [SEP] brilliant rotations coming in from qop dude you played like shit qop doesnt die to tiny io mid 2-0 2 min in Unless ur shit [SEP] mid was ez dude ur qop u just fucked up [SEP] MALES ANJING,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] yea tiny wisp [SEP] lel [SEP] brilliant rotations coming in from qop dude you played like shit qop doesnt die to tiny io mid 2-0 2 min in Unless ur shit [SEP] mid was ez dude ur qop u just fucked up [SEP] ur happy now ? last game 4-14? suck? [SEP] 800 haha,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] yea tiny wisp [SEP] lel [SEP] brilliant rotations coming in from qop dude you played like shit qop doesnt die to tiny io mid 2-0 2 min in Unless ur shit [SEP] mid was ez dude ur qop u just fucked up [SEP] ur happy now ? last game 4-14? suck? [SEP] XD [SEP] nice one haha 2 crit,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] yea tiny wisp [SEP] lel [SEP] brilliant rotations coming in from qop dude you played like shit qop doesnt die to tiny io mid 2-0 2 min in Unless ur shit [SEP] mid was ez dude ur qop u just fucked up [SEP] ur happy now ? last game 4-14? suck? [SEP] XD [SEP] idc [SEP] you get retards like venge,E
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] yea tiny wisp [SEP] lel [SEP] brilliant rotations coming in from qop dude you played like shit qop doesnt die to tiny io mid 2-0 2 min in Unless ur shit [SEP] mid was ez dude ur qop u just fucked up [SEP] ur happy now ? last game 4-14? suck? [SEP] XD [SEP] idc [SEP] dirty pick win the game [SEP] Haha,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] yea tiny wisp [SEP] lel [SEP] brilliant rotations coming in from qop dude you played like shit qop doesnt die to tiny io mid 2-0 2 min in Unless ur shit [SEP] mid was ez dude ur qop u just fucked up [SEP] ur happy now ? last game 4-14? suck? [SEP] XD [SEP] idc [SEP] dirty pick win the game [SEP] rofl [SEP] bitch,E
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] yea tiny wisp [SEP] lel [SEP] brilliant rotations coming in from qop dude you played like shit qop doesnt die to tiny io mid 2-0 2 min in Unless ur shit [SEP] mid was ez dude ur qop u just fucked up [SEP] ur happy now ? last game 4-14? suck? [SEP] XD [SEP] idc [SEP] dirty pick win the game [SEP] rofl [SEP] so? everyone had bad game [SEP] t,O
;DDD [SEP] ok noob better? xDD Stop tilting [SEP] u spammed dagger to io [SEP]  [SEP] mad cause bad morph? [SEP] if i play tiny with io ofc win lane  its just fkn ez [SEP] yea tiny wisp [SEP] lel [SEP] brilliant rotations coming in from qop dude you played like shit qop doesnt die to tiny io mid 2-0 2 min in Unless ur shit [SEP] mid was ez dude ur qop u just fucked up [SEP] ur happy now ? last game 4-14? suck? [SEP] XD [SEP] idc [SEP] dirty pick win the game [SEP] rofl [SEP] so? everyone had bad game [SEP] u did fine undying picker [SEP] are you sure ?,O
they offline on steam,O
report wr please,A
?,O
necro still salty about rape in mid? [SEP] :D,O
necro still salty about rape in mid? [SEP] aw it burns [SEP] nice gay festival motherless fucks,E
Gg wp. nice quad mid was legit,O
my gem [SEP] haha,O
my gem [SEP] rage [SEP] ez top too they both fed,I
my gem [SEP] rage [SEP] edz ez [SEP] I HATE THIS TEAM!!!!! HHSHSDHSD,E
my gem [SEP] rage [SEP] edz ez [SEP] wait [SEP] yeah for? rc wont help anything when lag y rc,O
my gem [SEP] rage [SEP] edz ez [SEP] wait [SEP] Haha [SEP] lmao,O
my gem [SEP] rage [SEP] edz ez [SEP] wait [SEP] Haha [SEP] ks all game and say ez game wp necro [SEP] Ty LOL LOL haha,O
when you kill me why talking with me,O
he may be with you in next game,O
see fucking late coming cm ahaha,E
HAH,O
what? ez,I
where are you rax lol ez thx disruptor for stealing all the kills so youre carries didnt get any gold your* [SEP] yeah huskar countered spectre,O
"where are you rax lol ez thx disruptor for stealing all the kills so youre carries didnt get any gold your* [SEP] ez [SEP] with my skills, your treants are worthless",O
where are you rax lol ez thx disruptor for stealing all the kills so youre carries didnt get any gold your* [SEP] ez [SEP] haha more blademail [SEP] go gank tinker free drow :3,O
where are you rax lol ez thx disruptor for stealing all the kills so youre carries didnt get any gold your* [SEP] ez [SEP] haha more blademail [SEP] jaja ez mid [SEP] blademail isnt gonna save u buddy,O
where are you rax lol ez thx disruptor for stealing all the kills so youre carries didnt get any gold your* [SEP] ez [SEP] haha more blademail [SEP] jaja ez mid [SEP] ez [SEP] huskar says that he countered spectre,O
end GG noob team,E
LOL,O
tks mmr,O
thats op [SEP] gg nice pause,A
end now wtf pls,O
haha one hook wipe [SEP] Gorrila Dunk,O
yap ever,O
cant touch this [SEP] ez,I
cant touch this [SEP] pudge [SEP] go getem stlark,O
newbs,O
team?,O
sf gv u back [SEP] lol,O
HOW BORING PISTE,I
2 ez,I
gg wp [SEP] It would be easy with trilane,O
gg wp [SEP] gg wp [SEP] report this cancerous shit pls,A
gg wp [SEP] gg wp [SEP] gg wp [SEP] i mean his name is life_sux and no avatar,O
gg wp [SEP] gg wp [SEP] gg wp [SEP] ggwp [SEP] hahaha,O
Report am plz,E
@@,O
o0o shut up go fuck ur mother,E
gg,O
gg [SEP] nooob mid,E
gg [SEP] gg [SEP] lol cRY MORE :(,O
lag,O
well fck you [SEP] gg,O
gg,O
you mother fucker [SEP] ahahahaha,O
you mother fucker [SEP] auawjıegofkl [SEP] nah just bad,O
can u tard fuck go fucking end this ?,E
sneaky [SEP] i basically just do manga shit so fuck off,E
commend SUPP haha,A
rofl,O
guys why you not back [SEP] GGWP,O
gg faggot team Gg,E
GG,O
p.a so idiot 4 vs 5 :))`,E
ah well it happens lell. [SEP] COME WHERE,O
ah well it happens lell. [SEP] what? [SEP] im sure fnatic r worse than mineski,O
ah well it happens lell. [SEP] what? [SEP] like that one ta ? [SEP] wkowkw,O
farm me mirana ulti,O
pl can't fight until 40 minutes unless you're aggresif lol [SEP] BURN IN CANCER NIGGERS FUCKING PUSSY,E
pl can't fight until 40 minutes unless you're aggresif lol [SEP] coz im there [SEP] we w8 chill,A
noob luna that own us,E
y gj 3ple mid amazing,O
gg,O
gg [SEP] wat r u scare ?,O
gg [SEP] sigh [SEP] really,O
gg [SEP] sigh [SEP] agreed lol gg [SEP] :D,O
gg [SEP] sigh [SEP] agreed lol gg [SEP] gg [SEP] gg,O
ez tacnies so ez,I
JAJAJA Xd,O
fuck wasting my time [SEP] comeback,O
fuck wasting my time [SEP] what happened to him [SEP] Ez,I
fuck wasting my time [SEP] what happened to him [SEP] just wait [SEP] hahaha hard looser,O
fuck wasting my time [SEP] what happened to him [SEP] just wait [SEP] rc only bcos of lag [SEP] ใจยเน,O
fuck wasting my time [SEP] what happened to him [SEP] just wait [SEP] rc only bcos of lag [SEP] fuck his ass [SEP] why is everyone in this game so salty,O
fuck wasting my time [SEP] what happened to him [SEP] just wait [SEP] rc only bcos of lag [SEP] fuck his ass [SEP] shit mirana [SEP] lol noob fucks,E
fuck wasting my time [SEP] what happened to him [SEP] just wait [SEP] rc only bcos of lag [SEP] fuck his ass [SEP] shit mirana [SEP] him lag sorry guys [SEP] if you just could have seen me coming :(,O
"fuck wasting my time [SEP] what happened to him [SEP] just wait [SEP] rc only bcos of lag [SEP] fuck his ass [SEP] shit mirana [SEP] him lag sorry guys [SEP] go quit :3 [SEP] ...for what, safelane undy and offlane bristle = no support best pick eu... undy randomed and went safelane... like wtf ?",O
eazzzzzzzzzzz,E
w8 [SEP] Rofl,O
w8 [SEP] fuck [SEP] oui oui,O
w8 [SEP] fuck [SEP] fuck you [SEP] qop are u dumb?,E
w8 [SEP] fuck [SEP] fuck you [SEP] really noob? [SEP] gnyt,O
smoking,O
rs,O
ez coins,I
mata [SEP] HAHAh,O
ggwp,O
lol,O
carry wd,O
BYE,O
lol [SEP] Where you at?,O
lol [SEP] stop le taunt [SEP] ty gys,O
w0w y do u h8,O
skatin on some thin ice [SEP] Easy,O
skatin on some thin ice [SEP] yer wrs skatin [SEP] in 3 kills,O
10 vs 4,O
U got killed by a 4k mr.6k mmr,O
;) [SEP] Why are we all chatting?,O
?,O
my team is retarded,E
fk man thats too bad for you whould probs get urself checked [SEP] yessssssssssssssssss do it i mena invo won ur game looool why not  look pa late game look invo late game we 9 here know the truth,O
fk man thats too bad for you whould probs get urself checked [SEP] xd [SEP] fuck u sylla Ur moving paterns are weird af,E
fk man thats too bad for you whould probs get urself checked [SEP] xd [SEP] Ey nice lift at bot [SEP] hehe ^_^,O
fuckin hell whered 5 of u come from a creep fuckin block me from reaching you on the rearm lol bullshit,E
so shy wow i swear that like [SEP] why sniper fb aldı amk,O
so shy wow i swear that like [SEP] nAH like 1k 1k au =6k eu doe xdxd [SEP] and u r about 2 have a teamfight,O
told you too pro,O
? [SEP] what do u mean and? game over,I
? [SEP] all been planned though [SEP] report FAGGOTS,E
? [SEP] all been planned though [SEP] bl [SEP] either way i die to es,O
g mate?,A
what?,O
jk that armor [SEP] hahah summail fake summail eat shit,E
jk that armor [SEP] Culda got u [SEP] JOKE THUSKAR IDIOT,E
jk that armor [SEP] Culda got u [SEP] fark [SEP] What is dead never dies,O
jk that armor [SEP] Culda got u [SEP] fark [SEP] gg [SEP] too long,O
jk that armor [SEP] Culda got u [SEP] fark [SEP] gg [SEP] xD [SEP] haha GG,O
wp to rally,O
GG [SEP] ?,O
GG [SEP] mga bobo [SEP] thank my cimputer for crashing  XD,O
GG [SEP] mga bobo [SEP] GGWP [SEP] what a chrono,O
GG [SEP] mga bobo [SEP] GGWP [SEP] PT?? [SEP] sorry guys power cut,O
GG [SEP] mga bobo [SEP] GGWP [SEP] PT?? [SEP] :P [SEP] well then,O
GG [SEP] mga bobo [SEP] GGWP [SEP] PT?? [SEP] :P [SEP] idiot [SEP] COMMEND SF,A
lol,O
#NAME?,O
fear the CHIPPREL! are you NUTS?,O
kek [SEP] IM MORON ONLY PHASE BOOT,I
kek [SEP] this game so ez from jungle i just see a winter wyvern run at me and he dies like i just run LoL harder game [SEP] haha,O
gg wp,O
rofl [SEP] how can u be sure?,A
yep,O
ez,I
sigh [SEP] what's wrong with being a little girl?,O
sigh [SEP] win / loss irrelievant to how bad this player is LOL [SEP] my team is the worst team i have ever seen,E
sigh [SEP] win / loss irrelievant to how bad this player is LOL [SEP] ggwp report es? [SEP] is it clear cm?,O
sigh [SEP] win / loss irrelievant to how bad this player is LOL [SEP] ggwp report es? [SEP] smart move wr [SEP] gg,O
sigh [SEP] win / loss irrelievant to how bad this player is LOL [SEP] ggwp report es? [SEP] smart move wr [SEP] tiny suppose to beat wr midlane? [SEP] but at 8min yea lol,O
