text,labels
LOL,O
wp,O
rofl dusa sux haha,O
GL HF :D,O
slark picker can play him,O
FUCK THAT MISS,E
next time bro next time,O
if i playing am its vs 3pl always,O
gg,O
?,O
gayish doom picker,E
:-) i have over 300 confirmed kills,O
gg,O
wow you guys dont want me to get smaterz?! TA youve been on my dick non stop homie,E
gg wp guys,O
QQ,O
gg,O
timber you fuck stop,E
zz,O
how was windranger,O
i report lone,A
¸DOTACINEMA PLS,O
+,O
gg,O
done and done,O
wsTF HOW DOES THAT SHOOT ME,O
actually,O
haha,O
you cannot kill me,O
ahah 4 +1 players,I
noobick,E
john cena and the undertaker,O
just end it,O
run bitches!,E
you can,O
100 trash,E
a one piece fan is always a brother,O
GGWP,O
im chatting hahaha im chatting slardar,O
you unpause for undying,A
ggwp[,O
ND alche noob,E
fucking 400ms... fuk u windows 10 cant turn auto updates off.. fukn bullshit,E
NEED RESTART,A
nice manner rofl,O
gg,O
;) 5hp,O
ops,O
"aha fuck off ryan, why are u evening saving that cunt",E
asy +27,I
wait,A
no fu,E
now he's offlane,O
supports carry :),O
ggwp you deserve to win,O
W=W,O
haa,O
hurry the fuck up,I
GG,O
sure go mid with bh ¯\_(ツ)_/¯,O
dont mess with my team u shit !,E
and this jugger wins fair dota,O
like 13 AHAHA,O
yeah fantastic game wow 1st hook of the game,O
wrote him you xyilo sf )),O
try harder,O
literally 10 minute disconect js,O
fcking pause la,E
rapemid incoming he said,E
omg come back is real,O
i like 4500 team],O
gg wp,O
died,O
are you for real ?,O
lel,O
Ahahahahah AHahhaahahah Hahahhaha hey necro,O
brown afk,A
lion,O
poser,O
ok,O
gg,O
but at least I'm not crying,O
gg,O
ez game trash team,E
gg,O
?,O
thank you!!! ^_^,O
sad,O
GETTING GPM THAT ALCHE,O
jaja COININ ASU,O
no just 2,O
report tiny,A
"Well you have a bunch of faggot slowing and stunning early game heroes, can't really blame him for dying Sb is trying to be funny to cover up the digusting patheticness of his hero choice.",E
then we fcking solo mid,E
fuck why always aim me,E
road>>>>>>>>>>>>6k,O
he goes sf i go magnus,O
ya come,O
gg am,O
Report DOOM plz,A
finish pls our cores are shit,E
going afk,A
mineski gonna be the 1st to get kicked out,O
gg,O
drow has downies,O
gg,O
then dnt defend,O
Z^,O
ND MID,O
joke,O
wao io,O
so who has fallout 4,O
tetris na lang kayo,O
ggwp,O
stfu 2k trash,E
gg,O
hahah 0-9 lina report pls,I
need gay then can suck freidn,E
doooom,O
wow,O
come and finish guys ffs,O
gg,O
u realize u are so fucking braindamaged when the stupid enemy got rampage wp wr,O
I love your křusky you have nice boots,O
?,O
end mid,O
Y don't def?,O
whats this about thai babies,O
thz for free mmr,O
ez mid,I
Why would you AA ult that rofl jesus fuck,E
am you cant stop us you noob,E
we w8 u,A
lol,O
no way,O
s h e t e f u,O
ND MID PLEASE,O
gl gl,O
GG wp,O
like that one ta ?,O
achi 0 -8,I
mid was ez dude ur qop u just fucked up,E
XD,O
REKT,O
dun cocky,O
i want you to cry first pudge,I
wow fucken do something useful 3-10,E
lol,O
ez,I
ez,I
CE SPACE,O
???,O
ezflex,O
report pudge,A
vuz farm mid cho nhanh ne,O
fuck you,E
support a support that last hit creeps and then snitch on me,O
lol,O
ya gotta a pro carry there hes muted btw cuz hes shit,E
stfu trash qop,E
...,O
violado,O
end fast,O
magnus  dont get mad at me,O
XD,O
we lost,O
lol,O
HAHAHA,O
lol,O
get rekt by pinoy son fucker,E
sulod mn ka,O
ez hook ez ff,O
ez,I
Dont be pricks Hes coming back,O
MY TEAM FULL OF LUNATICS,I
gg,O
Rude Tony,O
run like doge,O
wow,O
u got wrekt mid kid,I
xd,O
GG GG what u said vlad?? ??,O
gl *,O
yep u can tank alright,O
gg  gg wp thx void,O
gg,O
so fucking what it's a game,E
timing was excellent,O
? pudge noob hook,E
GG,O
have a nice day ES,O
2 min,O
yeah report QoP and PA after,A
doom player...,O
LOOOL,O
Lol AM... going to lose to a WK who DC?,A
ez,I
lol,O
bl gyro,O
W8 FOR AA,A
haha,O
Intense as fuck,O
gg mid,O
unpause,A
haha dont agro,O
haha,O
rofl nice ulti od,O
I am drunk,O
gg ez,I
he will combak???,O
DDDDDD what??,O
"Why did you change your name, Meracle?",O
noob shit,E
ie he told u to jump off a cliff?,O
g,A
need a good man down here,O
ROFL,O
WOAH nerf plz,O
GG EZ,I
aw fountain,O
LOL stfu u ranger,E
...,O
ajahhahahaa,O
current gold 600?,O
HALLO,O
sick sunstrike,E
gg wp,O
swap :))),O
XD,O
ez breezzy,I
17& said?,O
gg wp,O
gg,O
sec,A
yah,O
dive me,O
lowprio incoming,O
and report tony,A
not my prob,O
haha,O
hi lina :D like  lina,O
lol like u gave up mid? lol,O
wow im noob,E
lolz this am,O
hahaah i can hack ur brai brain lol,O
lol,O
gg,O
fucktad tusk is 0,E
brutal,O
the fun alch is coming guys Are you ready for it?,O
DIE,O
all am wp am,O
push la,O
geg,O
?  report sf,A
lol,O
gg kids,O
gg,O
luchshii,O
gg wp,O
30sec sry,O
no !! why dont give me a chance,O
report dildo player,A
URPRISE BLINK,O
catch? noob,E
oh so taht why u picked pl in last pick,O
G rs,A
RIOUS,O
hahahaa,O
CLOACK,O
blame time?,O
report ember no farm no help,A
no we arent lol,O
lawl 4v4? =P,O
gg,O
İnvo lol,O
+,O
w8,A
;D,O
report am pls,A
gg,O
"i was semi jungle, i didnt lane, i was ganking alot",O
AHAHAH,O
ggwp,O
he 63 sec go? maybe? computer restart?,A
scrub,O
wr is nice dude,O
dumpster,O
bye baited fuck shit phoenix no ult go,E
lol,O
HAH,O
gg,O
nt,O
hahaha why you die in fountain ? lol,O
Z Mirana pls,I
can you stop having invis,O
on my team 4 retards and bs mid,E
what miurana,O
stfu pls,E
ZZZZZZZZZZZZ,O
win all lol,O
rmk steam lag,O
RETARD,E
they bullied me,O
BUGOK,O
bro so long,O
fuyckjerfe,E
ursa afk go  finish team,A
GGWP,O
very,O
am is so upset,O
COMMEND ME,A
fu pls,E
agreed lol gg,O
report me friendly,A
you lost anyways,O
ty,O
wintendo NT,O
+ )) ))) ))),O
"7 deaths, 8 assists  so low",E
wew lads,O
are they like saving strats,O
alche play enigma,O
wtf hahaha 5 eh 4 bot,I
gg,O
ni hao ma,O
:L,O
rofl,O
how the fuck  do u get 600 gold  for killing me?,E
i am crying like a girl ( but i hate lose games,O
FCKING CANT WAIT\/ HAHAHAHA,O
mango gaming,O
ez noobs,E
Lol,O
is he coming?,O
WUDLVE WON WHILE BACK IF WE DIDNT HAVE THIS DOOM,O
4 seconds :D,O
LOL,O
"rip report clinkz plox, ty",A
dota 2,O
gg wp 9x me,O
for some reason he didnt skil 3rd skill XD,O
gets 0 dmg,O
realy backtrack,O
tinker while ur point is right,O
sure,O
ezzzz,O
?,O
orry for lc,O
tinker afk all okey,A
z lol,I
yeah,O
GGWP,O
deleted,O
tissue,O
lol,O
hahaha,O
GOGOGO,O
pudge smoke in 1k mmr are you a fuckimg joke,E
hahahaha ty tb,O
every server is rus server,E
./.,O
aghs so good,O
not this russian shit,E
|FUCJ,E
commend me,A
get carried more boii,O
gg karo4e,O
you can have it,O
gl;hf,O
),O
rage out,O
gg wp,O
no,O
zz,A
yeah only took him 25 mins to come out of the jungle,O
w8,A
safelane pudge lol,O
"easy mid,easy game",I
oops,O
brazzers.com/reporn.exe,O
no we go boss,O
sory guys,O
stupid valve,E
lel,O
add him T> TB aracana,O
lol ward,O
gg ez mid for me,E
Z,I
pgg,O
sucking noobs fast end it,E
yeah very close,O
GGWP hard rock farm dude,E
gg wo go end,O
you think you good player all game killing 3k accbuyers nice great stuff,I
gg,O
ez riki,E
fuck her right in her pussy!!!!,E
hahaha,O
all report phenix chat abuse,I
WOW,O
rofl,O
ez,I
report this sk holy fk,A
i was 2-0 in lane gg,O
?,O
not every1 on my team is a filthy sand nigger,E
this inboker noob liek shit duneo valcano skill,E
lamo,O
Lol,O
necrophos,O
gg,O
zez,O
dont kill sf,O
grammar nazi,E
haha,O
end it hahahaha,O
this is the only fun i get to have,O
not sk's fault,O
UPPEY,O
7,O
ez 25,I
?,O
cat ran out the houise just wait naughty boi bh,O
sryt,O
AD SF,O
we got juggerw/o tp relax,O
doom picker? fite me irl,O
madness on alch :D best build ever,O
3 mins,O
gs,O
pause,A
aw,O
necro noob,E
yea !,O
He doesn't say anothing must be dropping,O
gg,O
JOJOJOJO,O
What's wrong with u,O
XD,O
sf wanna throw too,O
alien ==,O
LOL gg end,O
?,O
??,O
fast ban me Sucker,E
hahah,O
wait sladar,O
ur happy now ? last game 4-14? suck?,E
Just Like Mother Used To Make,O
LUCKER,O
fuck lesh in the ass tho srsly,E
your friend,O
sauy thanks to me,O
:D,O
we didnt evne get one causer focus is sth ppl dont understand,O
u are scum,O
you can dat that,O
1 PA eport = 1 commendation,A
GG CM,O
AHAHAHA,O
fucking stupid,E
this retard,E
the bkbless gryo talking shit,E
good thing you guys are devoting so much to kill me and letting naga do her thing,O
CAn u guys end ?,O
no,O
gl hf,O
),O
gg,O
g,A
you can't even count,O
Good luck If Slark doesnt fuck his pounce Then you're dead,O
ez,I
okie,O
CM flag everywhere,O
aw;dkajwd;ladja,O
lag 1 moment,A
i dont think so :),O
GG,O
lol,O
FOR RAZE JOKE ? HAHAHAH,O
gg wp,O
i fuking hate zues,E
THATS SUCKS,E
lol was waiting for you to use ult,O
if AA comes back before we lose rax ,A
:DD that was an erroe error,O
fck,O
gg trash team,E
:D,O
AM SAVE ME,O
we win,O
RIP DEVIL,O
lol gj,O
are we talking about tree or np?,O
GOT HIM,O
wow ure mad,O
fuckü,O
AHAHA aaaahaaajajaa,O
:*( nothing sure in dota,O
wp husker i commend u,O
gg,O
err?,O
i dun wanna voker to lose another game,O
wait,A
thank u cm,O
im done with ur dewarding lion and vbane,O
erz DK,I
gg,O
YOU THINK YOU CAN FUCKING STOP ME?,E
ez,I
nope,O
lol u afraid,O
this doom is 2k i can guarantee,I
the rat is up in here welcome fucker,E
scrubs,O
shut up you cock monger,E
o hard,O
gg,O
use him,O
hey 1 i'm a peruvian :s but nice kind,E
HOW DO YOU GUYS NOT END IT BY NOW,O
whole team came T_T,O
Really? He is off since 2-3 minutes.,A
what! XD,O
yes gg,O
why?,O
trash Stop pickin carry,E
HAHAHAHA epic,O
if have 5 k like this i don't want to go 5 k :) really useless wk,E
i need to poop,O
gege ez,I
GGWP,O
die,O
GG END boring game,O
lol,O
LEASE REPORT TERROR,A
ahahah not now,O
hahahahahahahahaha,O
assholes,E
gg,O
hay actualizacion lol se va a demorar es de 352 mg gb que diga  no creo que entre rapido -.-,O
veryyy needed jugg has downs same with riki,O
4k shit,E
this fuck,E
nope shot,O
purge blackhole lel,O
cant you please stfu,E
THE NUKES,O
Were GG,O
51 28 and soooooooooooooooooooo hard for you,O
infidel,O
|GG  I FEED,O
FUCK YOU,E
ez,I
BITCH Rly bitch,E
HALLO,O
topor batya,O
gg boys me pro offlane zeus,O
lol,O
noob this team,E
report centaur please,E
if phoenix had shiva+mek\pipe\greaves\vlads i would be more chanses and refresh,O
how do u get fked in team fights i fkin call,E
you gotta be kidding me,O
space created :P,O
ggwp,O
gg,O
BLYAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAT,O
my supports can't deward my fcking jungle,E
bitch,E
x mark pro kunkkar lose how could this be?,E
mr mestik omg schoolboy nickname 100%,O
gg,O
why,O
ha ha,O
fucking stupid team,E
ds started it,O
pa poor,O
shut the fuck up,E
fayze,O
holy sgut,O
FUK U PL FUK U fukcing cunt... gona leave u die,E
is real just please report this venge he wants to swap u if u get caught in chrono,A
almost DR,O
LOL,O
im want to be 14-15,O
Z 56 mins,I
lel,O
welll dont cry on the begining,O
with tiny whisp,O
throw,O
...,O
gg,O
.....,O
3k sf take it easy you know how they are,I
gg,O
glgl,O
peruvian doto,E
"but just odn't fountain camp us pls, because Pudge has HOOK",O
u know him?,O
idiot team,E
fuk,E
xd gg,O
=)),O
"always engage at bot, lc cant takle bot then top",O
WP,O
lol,O
ez bot,I
just push mid i want new game,O
O MNY THING TO TALK?,I
gg,O
FUCKING SUMIAL WANNABE,E
hear your song that killed more teamates than enemies,O
gg,O
nice game,O
LOL BAITED how come tide no more taunt taunt tide,O
:D you're gonna get your ass destroyed in lp lol,E
wtf! lol,O
How do u feel getting fucked up by pinoy autistic gyro rofl,E
report this jugg,A
hi nerd,E
ez top,I
ill fucking rek you,E
ge,O
another injoker?,I
just end it plz,O
:*,O
wp,O
:D Ahah,O
lol,O
... and their shiti connection,O
ez?,I
ofc ofc,O
casual dotka bois niggumus? lil riki boi is a pussy boi,E
1 min,A
die,O
ty,O
you'd be losing this so hard,O
where did you live brood,O
you too,O
gg,O
:3 :?? :3 :3 waht,O
wow. 0/9 he's meant to be a pro.,I
worth,O
sounds like a good idea,O
"smurfs with 5k account, yes gg account boosting like 'pros'",E
top dauni na lc v lesu Gg wp,O
LOL,O
GG ez,I
they say pudge bad pick,O
gg,O
stop writting smht lol,O
"Well, yeah",O
report scum on huskar,A
rip,O
also,O
rq,O
wp2,O
gg,O
gg,O
well shiet nigga,E
shut up bitch,E
and this wasn't even my final form,O
lol,O
gg,O
WHO RESUME?,O
Good Throw,O
idiot,E
no rampage gg,O
sf is worse???,O
0.1 of a second,O
gg predict gg mif noob predict,E
ez vs noob,E
"fuck off, aa is sitting there",E
NICE,O
#5kego,O
see if u can go down for ez?,I
nice combo :D,O
ok,O
u have to exprinece new meta,O
wp guys) 89 min,O
trash oppennenth i said wait,E
 i wanna play,O
tactical pause,A
le cumback is real?,O
y because i am right,O
haha,O
+,O
for you :(,O
ggwp,O
ez,I
loL,O
NOT MAD,O
6.2k is wear,O
,O
lol,O
can i end bro?,O
clock invi,O
hahaha,O
gg mid,O
sad,O
gg] report alch,A
ggwp,O
LOLOL,O
fucking RUS,E
gggg,O
yeah it has been you are scary as fk,O
.......,O
ya sad story,O
abddon,O
nice rng,O
:(,O
air,O
picE OF CRAP fiSH BOY,O
nope,O
gg,O
ez win with him,I
cant move,O
free mmr,O
rofl indeed,O
ez friend,I
i like to play her as a supp ahaah,O
??,O
No,O
gg mid and alche  free mmr free prediccion,O
gg,O
clinkz 8 deaths,I
^^,O
ahhaah,O
and?,O
fck lag,O
dont blame me if u noob,E
GG GG,O
wr said it's ok to resume,O
same but its my elfticle,O
haahaha,O
hard azzzz game,O
lol,O
Gg wp,O
and report bane pls,A
?,O
z,I
AXAXXAXA,O
commmmmmmmmmmmmmmmmed me,A
XD,O
ez game,I
tusk can only carry ur fat ass so far,E
looya oie,O
lol,O
rq,O
undying pro and sf ty,O
luna was more like a noob fag,E
gg,O
? ur alch is all chatting,O
NP makes you Fat pudge. Thank him,O
peace bro cmon,O
oh says the nerd picker no respect for u,E
lmao dat cleavbe son,O
LOL  doomed ?,O
4k mid hype,O
tuskar noob muted.,E
ty bara,O
haha comback ?,O
gg,O
gg?,O
gg,O
haha,O
stop it already,O
Lol,O
gg poo,O
5 man p scared of a doom pushing,O
strong,O
noob blame team,E
ez bot ba>? ibig mong sabihin bobo kampi mo? tahimik muna si 1k mmr,I
yuep,O
WHAT,O
ggwp,O
haha,O
zzz,O
im calling hacks Plot twist: Huskar is jesus he killed himself,O
let me jungle in peace! and finish,O
hit the fcking throne,O
? See ya,O
report fkng riki picker,E
lol,O
noob my team noob fak u,E
funny game,O
wow,O
run,O
GO FINISH,O
dont mess with wr,O
gg ez,E
gg ez,I
wp zues best,O
really?= Alche???,O
in game,O
gg,O
gg,O
real XO,O
pinky swear,O
mad cause bad?,O
me gg,O
hahaha,O
fck shit DC,E
lol bb for kill me? sien,O
WHY SO EZ?,I
fucking trash doing nothing whole game,E
mirana ultra damage go doom and w/e,O
sad,O
gg,O
REPORT SF,A
his net,O
u want cumbak>,O
ty i commend you too,A
BG,O
I DIE!!!!,O
go to low prio idiot idiot ww,E
AD GAME THESE GUYS BLAME ME,O
miran win us,O
gg,O
if only your 4k ember was 5k,I
2 poshel na mid,O
GG,O
w8 pls,A
wtf,O
wait,O
LMAO,O
haha,O
noob all,E
lol and you guys expected us to wait for this guy?,O
wtf,O
wait sir,O
how i got the kill,O
(Y),O
yeah 5 min max,O
clink next to u tiny,O
.qw3kje kowqnheui49jqwmke yqakmsd fvbr2uwieoakf8u49gjirufjnghyju3iuwjfmg h4ijuwiksdfuyiMuyijamjy879ialnbyhabhgl;gnholb,O
wow you can speak english,I
don't worry i say that my team is lose of u hah HAH HAHA so boring game end fast,O
.!.,O
cant report already reported,A
lllol,O
"55 minute, you finally got some farm lelz",I
lol,O
easiest game of my life,I
sry sry,O
dont be so desperate guys,O
wew botbo9t,O
lol,O
thx weaver,O
noob,E
wait es plz,O
old dendi,O
z dosnt it?,I
why u hook too fast,O
My effigy,O
JAJAJAJJA NO SABE A QUIEN GOLPEAR XD,O
kys,O
pro,O
LEASE SAY,O
run bitch,E
kk,O
)) bkb force mael wtf,O
faggorts,E
is he coming back ?,O
easy middddddddddddddddddd,I
no push please,O
lol,O
ggwp commend me ty,A
zz,O
lolzzz,O
dirty picker,E
well they said :d that they restart because we w8 anyway :d,A
WAIT,O
not rc ?,O
why pause?,O
you cant kill  me,I
ya,O
G,A
doctor dc,O
thanks,O
ggwp,O
space created,O
ggwp,O
ez,I
Lina^* No wait,O
gl hf,O
tY,O
hes a kid,O
fuck u fking cm,E
9k golds,O
end please my team noobs,E
game is hard  lolz,O
TEST,O
alch stoping playing ranked,I
lol,O
YEAH RIGHT KID,I
ANO BA,O
LOL,O
let end,O
lol,O
yes play with this TINKER AND BH,O
carry has silver edge 30 min safelane,O
didn't like my cow joke? fuck.,O
Hayz,O
?,O
ok go report,A
gg,O
wp,O
WOOOOW WHAT A SKILL,O
gg,O
Any more?,O
i want to die fast so i can respawn,O
TINKER NO SKILL 3 PRO,O
haha his crying to early that sbv,I
show time dadadqa,O
rage,O
slark afk,A
this team worse than that one,O
this alchemist,E
???,O
YIYI,O
cause you are fucking moron Thats why,E
Rip,O
gg,O
ggwp report es?,A
muy pro,O
im too tanky,O
ok,O
i dont ask that,O
im a pretty shitty ta thooo,E
lol,O
as usual,O
so you mad?,O
hahahaha,O
enigma blackhole creeps plz,O
))))))))))000000000000000,O
kept feeding,O
dont know his guys,O
:D ty,O
hahaa,O
no rampage noob reportr nvm,E
HAHA,O
nice,O
demand tango more please,A
first time am?,O
fuck,O
?,O
YEAH SEEMS LIKELY hes scared of ur all chatting abilities,O
dk is the main target,O
wtf,O
gg end,O
gg random 3 times,O
ez mirana,I
.....,O
wp,O
now?,O
WHAT ABOUT MJOLNIR,O
that one in the bottom lane,O
ez game,I
WHat about the free mmr ?,O
yu ty,O
ez carries,I
hard?,O
it's not like you're gonna lose the gmae :( could we go on with it?,O
gg,O
u talking to who,O
commedn me :D,O
HAHA,O
you pause your mom,E
ggwp,O
can blink stun ?,O
fuck off guys,E
nice tryhard silencer sentry dust,O
voker rly unskilled proved,O
he paused to discuss the situation  tactical pause,A
XD,O
yes,O
lol,O
you can leave leave pls,O
catch me nooooo twitch.tv/slvrdota,O
2 mid,O
ez gold,I
reportet,A
plz report blue intentional feeding,I
ggwp,O
GG AJAJAJAJAHAHAHAH HSJJAHAHA,O
bh and tinker pickers,O
lmao,O
the age of king has ended,O
gg wp,O
yeah gg,O
AY SOMETHING IDIOT NOOB,E
fireworks,O
wp od,O
jugg? now diam already?> act throw? hi noob jugg just not bark?,E
BYE PUDGE,O
gg commend undying,A
more luck pls,O
like how the fuck i know thats ur morph,E
go end,O
dunno,O
like that will help u,O
it`s been a long day,O
report pl,A
does he comes back? ...,O
ty ta afk ...,A
wp pudge to many stuns :(,O
:D,O
w8 k?,A
THE +25 DREAM IS COMING AAAAA,O
GRATZ KID,I
hmm if i have more report tickect i would be happy report him,E
worth i guess,O
gg,O
lol i have a horse,O
commend,A
like 20,O
guys w8 plz,A
is this dota justice?,O
k,O
60 min in ff xD,O
nope danger,O
report passive pa,A
stonf medicine strong,O
u retard?,E
games already over,O
wtf,I
rich dont need to die?,O
gg miracle-,O
ez,I
i dont understand chinese bro,O
its the new bs,O
of ur typical pub safelane is i bet its around 30,O
hahaahahaha lol?,O
HAHA CUMBACK,O
he's ok,O
RS,O
i came for cm got ass fingered 10/10 would come again,O
:(,O
shitty team,E
1hr ez?,I
when he can cast stun,O
hh,O
scrub,O
disaster,I
yeah,O
2 STUNS 0 hits,O
y,O
"ff retard team,",E
omg why,O
my friend el nunal want your fb account if you dont mind?,O
for us it was,O
:D:D:D,O
HAHAHHAHA,O
stop whine sniper You arnt better then them,O
they force picked me,O
gg,O
back,O
^i guess wr did,O
dat comeback team wipe,O
2k shit,E
this is a standard trilane,O
who cares,O
nice hero icefrog,O
ggwp noob,E
sad,O
really well played alchj,O
ggwp report lina plz thnx,A
I WILL COMMEND U,O
mother' call,O
dogshits happy defend garbage cunts,E
? ohh,O
the truth is good,O
ok axe... is see you how big is your vagina?,E
kids thesee days :D,O
=)))))),O
lel 2.0,O
lol,O
noob qop,E
its over so i can at leat get some kills,E
gg,O
ok2 ran,O
clock noob,E
DONT,O
its dazl mid strong crfat armlet,O
sad,O
thankyou for serving our country,O
gg,O
gl fuck off omni holy shit,E
gg,O
ez,I
thanks bois,O
ff,O
come doom doom me,O
godong godthel,O
ty,O
clock werk u fucking wizard,E
TOP,O
reported for greed enjoy your day in the milk farm re#sclard,A
let me know is alchemist raging?,O
cry viper,O
gg,O
gg wp,O
end haha,O
gabe?,O
ranfom pickers thd ranfom omg,O
spell it right haha,O
legion come back please,O
Hahah,O
defence*,O
relax,O
ahha,O
blame time,O
izi your mom only  yeap? yeap)),E
HHH IDIOT,E
OOOOOOOOOOOOOOOOBAD,O
sry these kids are stupid,E
I am going to titty fuck you Crystal Maiden with my woodden cock,E
cmon,O
not in mood,O
,O
?,O
poser,O
gg waste of an hour fun game great team,O
jew im going after u riki ur dead when i get my fish chode on u,E
that's a horrible first random tbh lol,O
LOL,O
"he's russian, he won't come back",E
4k,O
ez trad Trade,I
nice pick invo u stole my hero u deserve this,O
easy to be :D,O
lol,O
O SHIT SO SHIT,E
back t0 1k pa,I
i bet you do allahu akbar?,O
"k.,k. ufhm",O
hHAHAHA,O
ez team noobs,I
((99((,O
haha,O
ff pls,O
like your father,O
told uy,O
gg.,O
AW HAHA,O
guys?,O
rage my ass,E
haha,O
oops,O
yes,O
my sf feed fb and said  this is my bad lol 1/5 in 13mins this is my bad,I
ND,O
I'm so upset.,O
ggwp,O
in dota minute pls don't be those guys,O
sk fucking useless nothing,E
FUCK!,O
then delete dota,I
bye2x 1k :D,O
spec is good,O
enigma jungler pro,O
lol the throws are real rofl,O
no duels today,O
good bye,O
he is 3k mmr though,O
bark much at there feeling pro but not so,O
GG noob carry well played guys i commend you carry shit,E
noobs,E
y me doom,O
NOOB,O
what the fuck is bane doing here 4head,E
WTF THIS TEAM,E
 so how is your day?,O
lagi,O
stfu ?,E
LOL,O
reportslark thx,A
rec there is bug ty radiant ty,O
little whingey fucking faggot,E
gg,O
look mine,O
ื,O
11 11,O
exyness!,O
fuck optus,E
xD,O
i cant even feed that hard when i try to feed they have mastered the art of feeding,O
TA lost you this game shes shit,E
nice ta,O
:D:D,O
ez mid,I
nope,O
?,O
lmao,O
ez gem,I
singsing on our team wtf,O
report him please,A
so fucking damn idiot hahahaha,E
dont know,O
lol :D,O
wtf is that feel like hit wall,O
you can fight megas you have an AM,O
fuck this sniper,E
im getting too intelligient,O
but lose ty guys wp,O
im suck of losing,E
me 1k,O
nyx want to hunt reported him already for being born so noob now u know it already?,E
Ge ge,O
wtf,I
haha,O
report jugg PLS GUYS REPORT HIM FUCKING TRASH 3K PLAYER ON JUGG report thx,E
what a joke 3 people random,O
lol,O
not you?,O
all hail meepos lord,O
he is dead la,O
just restarted,O
follow me on instagram i have big boobs too,O
+ Lfdyj gjhf,O
gg,O
just dont def,O
zeus?,O
Z DUDE I'M ACCOUNT BUYER,E
wtf leslie is in this game too? its me john,O
:DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,O
LOL,O
haha,O
hahaha GG,O
faggot,E
4 v 4,O
my girl w8 my girl,A
ez :DDD,I
i will fcker,E
lol,O
lopl,O
how long?,O
die fucker,E
Yeah' Sure,O
hahahaha ta go  1v5 ya ta 1v5  now go,O
gg weaver,I
YTEPYEPYEPP,O
LOL NO WEX GG,O
UP U FUCKA,E
hes doing ti for a challenge,O
gg sf ocatarine alch is the new meta too stronk see?,O
And ur a brood picker,O
88,O
when retards want to carry = GG =),E
best bait of the day double bait XDXDXD XDXDXD,O
for?,O
NICE LC,O
ahahaa,O
report zeus,A
ez comeback is real noobs,E
report lich and pudge,A
8-11 xD mid comend wr xD Xd,E
hmmmmmmm easy,O
very,O
trust me guys 5k is worst then 4k,E
GO fid sf report ez mid ez life,A
XD,O
1k ping,O
hey where'd all your creeps go :O,O
wp wp,O
WHAT R THE CHANCES? XD,O
ngon,O
shit mirana,E
lowest MMR in the game,O
easy game for slardar,I
first time offlane wr?,O
wp,O
i predict my team will win,O
xaxa,O
i dont speak french,E
|faggot FAGGOTS,E
?,O
fuck di tipu gua,E
WINter wyvern :D,O
hahahaahah,O
wtf wrong wit my luna,O
Made in USA,O
lol,O
ahahahahahha,O
drug pusher complete it,O
mid and carry too fail la hahahaha,I
:),O
ask mid,O
oh yes u will,O
why does your pl think he can fight,O
yo img etting 4 second spikes,O
88,O
rubick given up :(,O
ggwp,O
USELESS SS SILENCER,E
get out luna,O
picked to counters,O
you're good doom lmao,O
cuck = retards who want to see their gfs get banged by different people you retard lmao,E
:(,O
wasting my mana,O
gg,O
yes,O
+,O
gg wp,O
w8,A
|aahhaha,O
__ )),O
fail mid,O
jajajaj'',O
xD,O
cant handle,O
lol,O
GO PLAY ON PERU POR FAVOR,E
I did something !!!!!,O
both team are stupid lol,E
rofl gggg ay go get em doom,O
with ur shitty blademail first item vs TA lol,E
almost,O
lol,O
Z NOOB,E
YA EZ BUT -25 ROFL XAXAXAXAXAXAXAX OHWWWWWWWW EZ -25 T____________t ROFL,I
gg team peru,E
ez katka,I
good things take time drow,O
hhaha idiot,E
gg,O
pukingina ka kangkong lancer good :D,O
im smoking right now actually,O
blaming time,O
that's cause we used 7 ulties on you at once,O
hey FUCK,O
;D,O
wirht? ,O
xD,O
z invoker,I
HAHAHAHA,O
GO AND DIE IN A HOLE,O
sad life brah come add me on steam cuz your english sucks,E
dear how much mana do u have,O
kogut kogut?,O
FUCK OFF COME,E
Rlly volvo?,O
shh all chat,O
ROFL,O
omgg fuck off,E
iT WAS EZ hEHE,I
and doing nothing,O
.-.,O
gg wp,O
alche just do ancients bro,O
fuck you,E
ursa 2-11,I
skdjbfksjdbfk let me mid,O
okay volvo,O
hi :),O
...,O
good bye,O
since when mirana not carry hero ? @@ surely 1st time. wp,O
wtf,O
cos you talk in all chat?,O
ggwp,O
",,/,,",O
fuck your mom,E
na fuck u bae,E
USLES hah,E
gg finish good game really,O
"gj,sf :D",O
no,O
wp jugg,O
2many,O
purchase,O
lease ignore the butthurt invoker Its that time of the month,O
to be honest,O
ez mmr,I
u also wait for 5 mins,O
hi mom! im playing against a 5k mmr,O
what a ugly tree,O
w8 wtf is happen here 26 min?,A
blame team,O
gg,O
7 more,O
1 v 5 :),O
ok,O
basher ok hahahaa,O
shit,E
slark hp?,O
lol,O
WELCOME TO TOP,O
navi #1,O
?,O
ez,I
i bought the culling blade just for you <3,O
time 2 punish,O
ec,O
ez,I
BRO Srsly,O
i just wanna try ds game,O
basmati rice,O
gg wp thanks team what happened to rape bear,E
talk to me undying bitch,E
ok wr,O
that crit,O
slark is flaming alot also,O
NO CURIER GG END PLEASE,O
sinadya ko,O
go go glboys,O
gg,O
bb for?,O
easy mid,O
